,festival,local,direccion,ciudad,provincia,latitude,longitude,fecha_inicio,fecha_fin,duracion,estilo,dia_mes
486,Estaka Rock Festival,Polideportivo Palomares,Calle San Miguel de Fluviá s/n,Jódar,Jaén,37.838605,-3.346436,2023-07-14,2023-07-15,2,"rock, metal",14-07
487,Huercasa Country Festival,Campo de Fútbol Municipal Las Delicias,Avenida de Madrid,Riaza,Segovia,41.270203,-3.495079,2023-07-14,2023-07-15,2,"rock, metal",14-07
488,Rock Land Art Fest,Santo Domingo de la Calzada,,Santo Domingo de la Calzada,La Rioja,42.439318,-2.953497,2023-07-14,2023-07-16,3,"rock, metal",14-07
489,Kanekas Metal Fest,Explanada Naves de Ojea,,Cangas Do Morrazo,Pontevedra,42.263017,-8.780540,2023-07-21,2023-07-22,2,"rock, metal",21-07
490,Tresparock,Trespaderne,,Burgos,Burgos,42.802637,-3.387952,2023-07-21,2023-07-23,3,"rock, metal",21-07
491,Castelo Rock,Castelo Rock,,Muros,A Coruña,42.775008,-9.055320,2023-07-21,2023-07-22,2,"rock, metal",21-07
492,Tsunami Xixón Festival,Parque Hermanos Castro,"Paseo Dr. Fleming, 7",Gijón,Asturias,43.539356,-5.640407,2023-07-27,2023-07-29,3,"rock, metal",27-07
493,Enclave de Agua,Paraje natural Soto Playa,"Paseo de San Prudencio, 14",Soria,Soria,41.762797,-2.454908,2023-07-27,2023-07-29,3,"rock, metal",27-07
494,Ezca Fest,Real Fábrica de Ezcaray,"Ctra. Santo Domingo, 0",Ezcaray,La Rioja,42.327784,-3.013891,2023-07-28,2023-07-30,3,"rock, metal",28-07
495,Barna 'n' Roll,Poble Espanyol,"Av Francesc Ferrer i Guardia, 13",Barcelona,Barcelona,41.368792,2.146898,2023-07-28,2023-07-29,2,"rock, metal",28-07
496,Bellota Rock Fest,La Abadía,Calle Plasencia,Valdencín,Cáceres,39.915563,-6.409385,2023-07-28,2023-07-29,2,"rock, metal",28-07
497,Barcia Metal Fest,Auditorio Torres Oscuras,"Calle las Torres, 22",Torreperogil,Jaén,38.032620,-3.287358,2023-07-29,2023-07-29,1,"rock, metal",29-07
498,Charca Rock,Auditorio Municipal,"Plaza Autor Francisco Almagro, s/n",Pegalajar,Jaén,37.738369,-3.643776,2023-07-29,2023-07-29,1,"rock, metal",29-07
499,The Juergas Rock Festival,Recinto The Juergas Rock,Playa del Censo s/n,Adra,Almería,36.743544,-3.010919,2023-08-02,2023-08-05,4,"rock, metal",02-08
500,Festiuet,Playa de San Salvador,,El Vendrell,Tarragona,41.181852,1.534481,2023-08-03,2023-08-05,3,"rock, metal",03-08
501,Cebolla Rock,Plaza de Toros de Belorado,"Av. Campo de los Deportes, 24",Belorado,Burgos,42.416558,-3.193948,2023-08-05,2023-08-05,1,"rock, metal",05-08
502,ChooRock Festival,Auditorio Municipal,Calle Ancha,Corral de Calatrava,Ciudad Real,38.858931,-4.080898,2023-08-05,2023-08-05,1,"rock, metal",05-08
503,Festival Novato Rock,Piscina Municipal,"Av. de la Habana, 29D",Vilches,Jaén,38.206589,-3.509842,2023-08-05,2023-08-05,1,"rock, metal",05-08
504,Leyendas del Rock,Polideportivo Municipal,Barrio San Francisco De Asís S/N,Villena,Alicante,38.631912,-0.847385,2023-08-09,2023-08-12,4,"rock, metal",09-08
505,FiestoRon,Recinto Ferial de Arucas,"S/N, Ctra. del Lomo",Arucas,Las Palmas,28.117912,-15.521761,2023-08-11,2023-08-12,2,"rock, metal",11-08
506,Rock In Pino,Plaza Mayor,,Pinofranqueado,Cáceres,40.301851,-6.334047,2023-08-11,2023-08-11,1,"rock, metal",11-08
507,Frank Rock & Blues Festival,Auditorio Torres Oscuras,"Calle las Torres, 22",Torreperogil,Jaén,38.032522,-3.287369,2023-08-11,2023-08-13,3,"rock, metal",11-08
508,Rabolagartija Festival,Polideportivo Municipal de Villena,"La Solana, s/n",Villena,Alicante,38.631858,-0.846634,2023-08-17,2023-08-19,3,"rock, metal",17-08
509,AbejaRock,Recinto Ferial de Béjar,"Subida pinos, 33",Béjar,Salamanca,40.383171,-5.752904,2023-08-18,2023-08-19,2,"rock, metal",18-08
510,Sierra Nevada por Todo lo Alto,Plaza de Andalucía,,"['Padrollano', 'Monachil']",Granada,37.093023,-3.399145,2023-08-18,2023-08-19,2,"rock, metal",18-08
511,OchanduRock,Pabellón de l@s Jóvenes,"Calle La Iglesia (226,37 km)",Ochánduri,La Rioja,42.525649,-3.003116,2023-08-19,2023-08-19,1,"rock, metal",19-08
512,Unirock,Varias localizaciones,,"['Puerto de Vega', 'Navia']",Asturias,43.564974,-6.647783,2023-08-19,2023-08-19,1,"rock, metal",19-08
513,Ripollet Rock,Parc dels Pinetons,"C/ Torrent Tortuguer, s/n",Ripollet,Barcelona,41.508984,2.152724,2023-08-25,2023-08-25,1,"rock, metal",25-08
514,Rock en Femenino,Polideportivo Matias Prats,"Av. de Jaén, 3",Torredonjimeno,Jaén,37.763760,-3.947289,2023-08-26,2023-08-26,1,"rock, metal",26-08
515,Poetas del Rock Cuenca,"Estadio ""La Fuensanta""","Av. de los Alfares, 17",Cuenca,Cuenca,40.075709,-2.145827,2023-08-31,2023-08-31,1,"rock, metal",31-08
516,GrimalRock,GrimalRock,,Grimaldo,Cáceres,39.838650,-6.347661,2023-09-02,2023-09-02,1,"rock, metal",02-09
517,Alpujarrako Fest,Explanada recinto ferial Dalías,,Dalías,Almería,36.821432,-2.870712,2023-09-02,2023-09-02,1,"rock, metal",02-09
518,Algarroba Rock Fest,Carpa Municipal Parque La Escalera,C. la Escalerilla,Algarrobo,Málaga,36.772726,-4.037894,2023-09-02,2023-09-02,1,"rock, metal",02-09
519,Beltane Fest,Polideportivo Municipal de Comillas,Camino de Santa Lucía s/n,Comillas,Cantabria,43.387616,-4.285558,2023-09-02,2023-09-02,1,"rock, metal",02-09
520,Festival Revenidas,Porto de Vilaxoán,,Vilagarcía de Arousa,Pontevedra,42.587613,-8.790092,2023-09-07,2023-09-10,4,"rock, metal",07-09
521,BurGore Death Fest,Sala Andén 56,"C. San Pedro y San Felices, 56",Burgos,Burgos,42.332043,-3.709409,2023-09-09,2023-09-09,1,"rock, metal",09-09
522,Inkestas Rock Festibal,Sopela,,Sopela,Vizcaya,43.381541,-2.981036,2023-09-15,2023-09-16,2,"rock, metal",15-09
523,Karma Fest,Parking Nuevo C/Pelayo,Calle Pelayo,Pola de Laviana,Asturias,43.246425,-5.565587,2023-09-23,2023-09-23,1,"rock, metal",23-09
524,FestiJack,Plaza de Toros de Aranjuez,"Av. Plaza de Toros, 0",Aranjuez,Madrid,40.028239,-3.603430,2023-09-23,2023-09-23,1,"rock, metal",23-09
525,Iberia Festival,Auditorio Julio Iglesias,"Calle Primavera, 22",Benidorm,Alicante,38.542232,-0.130334,2023-09-29,2023-09-30,2,"rock, metal",29-09
526,GinetaRock Festival,Salón Municipal,Calle de Santa Ana,La Gineta,Albacete,39.113295,-2.000193,2023-09-30,2023-09-30,1,"rock, metal",30-09
527,Aquelarre Metalrock Fest,Garaje Beat Club,"Av. Miguel de Cervantes, 45",Murcia,Murcia,38.001227,-1.144606,2023-10-07,2023-10-07,1,"rock, metal",07-10
528,Full Metal Holiday (Destination Mallorca),Hotel Iberostar Club Cala Barca,"Urbanización Sa Barca Trancada, Calle de la Barca Trancada, S/N,","['Portopetro', 'Mallorca']",Islas Baleares,39.353705,3.199929,2023-10-09,2023-10-16,8,"rock, metal",09-10
529,Festardor,Puerto de Sagunto,"Av. Hornos Altos, 49A",Sagunto,Valencia,39.655754,-0.217789,2023-10-11,2023-10-14,4,"rock, metal",11-10
530,Extremúsika,Recinto Hípico,"Ctra. Mérida, S/N",Cáceres,Cáceres,39.442331,-6.373283,2023-10-12,2023-10-14,3,"rock, metal",12-10
531,Caravaca Power Pop,Caravaca de la Cruz,,,Murcia,38.111608,-1.861260,2023-10-20,2023-10-21,2,"rock, metal",20-10
532,Skulls Of Metal,Recinto Ferial Cubierto,Calle Los Álamos 1,Begíjar,Jaén,37.987834,-3.524883,2023-10-21,2023-10-21,1,"rock, metal",21-10
533,Festival Actual,Riojafórum,"Calle San Millán, 23 - 25",Logroño,La Rioja,42.471594,-2.430232,2023-01-02,2023-01-07,6,"rock, metal",02-01
534,Gabonak In Hell,Larratxo Kultur Etxea,"Larratxo pasealekua, 55",San Sebastián,Guipuzcoa,43.315311,-1.938787,2023-01-14,2023-01-14,1,"rock, metal",14-01
535,F*ck The Censorship Festival,Plaza de Toros,"Av. Constitución, 145",Villena,Alicante,38.639604,-0.868354,2023-01-28,2023-01-28,1,"rock, metal",28-01
536,Sant Antoni Pop Festival,Pub Monkey,"Carrer de la Coma, 30",Betxí,Castellón,39.927271,-0.200801,2023-01-28,2023-01-28,1,"rock, metal",28-01
537,Rockin Race Jamboree,Auditorio Principe de Asturias,"Calle Pedro Navarro Bruna, s/n",Torremolinos,Málaga,36.621211,-4.511819,2023-02-02,2023-02-05,4,"rock, metal",02-02
538,Gazpatxo Rock,Patio Escuelas,"Doctor Manuel Romaní, s/n",Ayora,Valencia,39.061341,-1.062203,2023-02-10,2023-02-11,2,"rock, metal",10-02
539,Extreme Division Mallorca Fest,Sala Es Gremi Centre Musical,"C/ Gremi de Porgadors, 16",Mallorca,Islas Baleares,39.596876,2.669956,2023-02-10,2023-02-10,1,"rock, metal",10-02
540,Valladolid Blues,Teatro Carrión,"C. Montero Calvo, 2",Valladolid,Valladolid,41.649996,-4.728177,2023-02-10,2023-03-10,29,"rock, metal",10-02
541,Carrion Rock Festival,Sala Infinity,"Calle Extremadura, 5",Palencia,Palencia,42.006608,-4.519082,2023-02-11,2023-02-11,1,"rock, metal",11-02
542,Wáchina Wáchina Fest,16 Toneladas,Ricardo Micó 3,Valencia,Valencia,39.481255,-0.387633,2023-02-18,2023-02-18,1,"rock, metal",18-02
543,Black Sound Fest,Teatro Imperial,"C. Doña Consuelo Torres, 6",Don Benito,Badajoz,38.953452,-5.860906,2023-02-04,2023-02-25,22,"rock, metal",04-02
544,Heavy Jaia,Centro Cultural Larratxo,"Larratxo pasealekua, 55",Donostia,Guipuzcoa,43.315311,-1.938765,2023-02-25,2023-02-25,1,"rock, metal",25-02
